sentence,label
"This does sound irrelevant, but it isn't really once saying what my thoughts on his performance here is and how it fares compared to his other work.",Comparative Lens
"Despite what 'The Man Who Knew Infinity' had going for it, part of me was not sure as to whether it would completely work for me, with Maths always having been one of my least favourite subjects in school.",Expectation Bias
"Never got my head around some of it and it didn't engage me as much as Music, History, English, French and German did, while always appreciating its importance and why it is considered a compulsory subject in primary and secondary schools up to A-Levels.On the most part, 'The Man Who Knew Infinity' was a winner and struck a chord with me.",Comparative Lens
It is nowhere near close to flawless and it falls short of being a great film.,Expectation Bias
"It is though well-intended and earnest, that mostly compels and much of it well written and acted.",Performance Appraisal
Despite inaccuracies and what made Ramanujan's work so ground-breaking not delved into enough it does try to treat this remarkable man and his story respectfully and does well in making Maths interesting and accessible.,Omission Focus
"Very like 'A Beautiful Mind', 'The Man Who Knew Infinity' helped make me appreciate Maths much more.Didn't find the scenes in Madras/India depicting Ramanujan's personal life anywhere near as interesting as the scenes in Cambridge and particularly the scenes between Ramanujan and Hardy, and to me they are the film's biggest fault.",Comparative Lens
They are nicely filmed and the scenery is beautiful and it did show his motivations which was great.,Performance Appraisal
"Unfortunately, they are also far too slow-paced (which hurt especially the first twenty five or so minutes when we don't see Hardy), mostly uneventful when the film is switching back and forth, contains very soapy writing, indifferent chemistry between Ramanujan and his wife and the acting has been described before as a mix of cold and exaggerated which sums it up very well.There are moments of less than elegant camera work, indicating some inexperience, where some shots are disappointingly out of focus in a way that makes one slightly queasy.",Expectation Bias
"Can understand the criticism of 'The Man Who Knew Infinity' not doing much new for the biopic genre and playing it too conventionally and safely, with an outcome that is foreseeable and slightly on the pat side.",Comparative Lens
"And as said, it could have delved more into what made Ramanujan's work so ground-breaking and focused less on his personal life.However, 'The Man Who Knew Infinity' does have quite a lot working in its favour.",Omission Focus
The photography is not consistent but quite a lot of it is nicely done and complements the beautifully evocatively rendered Indian landscapes and the authentic 1914 Cambridge setting very well.,Authenticity Bias
"Trinity College is shown in all its glory, in both the exteriors and interiors it looks wonderful.",Performance Appraisal
"The music may not stick in the head but it serves its purpose well, it's sympathetic, not too syrupy and it fits at least.",Selective Emphasis Bias
